panel	line	entry	category	reason	candidate	suggested_action
retina_disease.txt	804	RP76	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	805	RP77	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	806	RP78	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	807	RP79	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	808	RP8	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	809	RP80	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	810	RP81	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	811	RP82	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	812	RP83	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	813	RP84	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	814	RP85	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	815	RP86	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	816	RP87	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	817	RP88	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	818	RP89	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	820	RP90	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	821	RP91	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	822	RP92	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	823	RP93	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	824	RP94	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	825	RP95	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	826	RP96	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	827	RP97	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	832	RPSKA	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	836	RVCL	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	849	SIFD	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	864	SLSN8	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	867	SOPH	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	870	SPARCAN	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	872	SPAX10	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	881	SRTD10	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	882	SRTD11	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	883	SRTD18	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	884	SRTD3	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	885	SRTD5	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	886	SRTD9	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	896	STX3B	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	898	SVD	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	903	TEF1	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	904	TEM5L	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	905	THPH5	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	918	TN	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	934	TU15B	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	943	USH1A	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	947	USH1E	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	950	USH1H	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	952	USH1K	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	954	USH2B	disease_locus_or_phenotype_code	Looks like a disease/locus code rather than an HGNC gene symbol.		remove_or_map_using_disease_source
retina_disease.txt	962	VDM4	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	964	VMD1	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	966	VMD3	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	967	VRD1	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	976	WGN1	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
retina_disease.txt	979	Xp21-q21	retina_non_hgnc_code	Retina panel contains many disease/locus aliases that are not HGNC gene symbols.		manual_review_source
skeletal_dysplasia_ajhg2023.txt	70	CGAF	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.	CGA	manual_review_source
skeletal_dysplasia_ajhg2023.txt	113	DHPAT	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.		manual_review_source
skeletal_dysplasia_ajhg2023.txt	178	FUCA	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.	FUCA2|FUCA1	manual_review_source
skeletal_dysplasia_ajhg2023.txt	239	IFT40	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.	IFT140|IFT80|IFT74|IFT54|IFT46	manual_review_source
skeletal_dysplasia_ajhg2023.txt	280	MAENLI	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.	MAEL	manual_review_source
skeletal_dysplasia_ajhg2023.txt	325	NKX3¡V2	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.		manual_review_source
val55.txt	6	OARS1	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.	OAS1|YARS1|WARS1|VARS1|TARS1	manual_review_source
young_stroke.txt	5	ABCG6	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.	ABCG8|ABCG5|ABCG4|ABCG2|ABCG1	manual_review_source
young_stroke.txt	6	ABCG7	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.	ABCG8|ABCG5|ABCG4|ABCG2|ABCG1	manual_review_source
young_stroke.txt	22	AK097927	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.		manual_review_source
young_stroke.txt	45	B2GP1	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.		manual_review_source
young_stroke.txt	62	COX1	ambiguous_truncated_symbol	Looks like a truncated gene-family prefix; multiple HGNC-current genes are plausible.	MT-CO1?	manual_review_source
young_stroke.txt	63	COX2	ambiguous_truncated_symbol	Looks like a truncated gene-family prefix; multiple HGNC-current genes are plausible.	MT-CO2?	manual_review_source
young_stroke.txt	86	FACTOR V	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.		manual_review_source
young_stroke.txt	164	MT1	ambiguous_truncated_symbol	Looks like a truncated gene-family prefix; multiple HGNC-current genes are plausible.	MT gene family?	manual_review_source
young_stroke.txt	223	REG2	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.	CREG2	manual_review_source
young_stroke.txt	224	REST-NOA1	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.		manual_review_source
young_stroke.txt	251	SMCR3	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.	SMC3|SMR3B|SMR3A|SMCR8|SMCR5	manual_review_source
young_stroke.txt	295	VAMP6	symbol_like_unresolved	Not present as HGNC-current, unique previous symbol, unique alias, or withdrawn replacement.	VAMP8|VAMP7|VAMP5|VAMP4|VAMP3	manual_review_source
