gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_15x_n	dead_15x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons	cds_len	dead_10x_len	dead_10x_pct	dead_15x_len	dead_15x_pct	dead_20x_len	dead_20x_pct	dead_30x_len	dead_30x_pct
ELMOD3	ENST00000409013	11	0		0		0		1	14	1366	0	0.0	0	0.0	0	0.0	223	16.3
ELN	ENST00000252034	33	0		0		0		6	5,16-17,22,25,27	2835	0	0.0	0	0.0	0	0.0	561	19.8
ELOA	ENST00000613537	11	0		0		0		3	4,9-10	2539	0	0.0	0	0.0	0	0.0	1531	60.3
ELOVL1	ENST00000372458	7	0		0		0		0		980	0	0.0	0	0.0	0	0.0	0	0.0
ELOVL4	ENST00000369816	6	0		0		0		1	3	1065	0	0.0	0	0.0	0	0.0	101	9.5
ELOVL5	ENST00000304434	7	0		0		0		4	2,5,7-8	1040	0	0.0	0	0.0	0	0.0	589	56.6
ELP1	ENST00000374647	36	0		0		0		8	4-6,16,28-29,34-35	4719	0	0.0	0	0.0	0	0.0	1060	22.5
ELP2	ENST00000358232	22	0		0		0		7	1-3,8,10,13,18	2921	0	0.0	0	0.0	0	0.0	1052	36.0
ELP4	ENST00000640961	10	0		0		0		4	1,3,6-7	1475	0	0.0	0	0.0	0	0.0	699	47.4
EMC1	ENST00000477853	23	0		0		0		5	2-3,14,17,23	3442	0	0.0	0	0.0	0	0.0	791	23.0
EMC10	ENST00000334976	7	0		0		0		0		929	0	0.0	0	0.0	0	0.0	0	0.0
EMD	ENST00000369842	6	0		0		1	5	6	1-6	885	0	0.0	0	0.0	70	7.9	885	100.0
EMG1	ENST00000599672	6	0		0		0		3	3-5	855	0	0.0	0	0.0	0	0.0	411	48.1
EMILIN1	ENST00000380320	8	0		0		0		1	8	3211	0	0.0	0	0.0	0	0.0	358	11.1
EML1	ENST00000262233	22	0		0		0		10	2,4,6-8,11,14,20-22	2888	0	0.0	0	0.0	0	0.0	1482	51.3
EML4	ENST00000318522	23	0		0		1	20	6	11-12,17,20,22-23	3406	0	0.0	0	0.0	108	3.2	1112	32.6
EML5	ENST00000554922	44	0		0		0		14	1,3,6-7,9,11-12,17,22,25,27-28,32,34	6814	0	0.0	0	0.0	0	0.0	2292	33.6
EML6	ENST00000356458	41	0		0		0		12	2-3,5,17,25,28,31,33-36,40	6697	0	0.0	0	0.0	0	0.0	1900	28.4
EMP2	ENST00000359543	4	0		0		0		1	3	584	0	0.0	0	0.0	0	0.0	111	19.0
EMX2	ENST00000553456	3	0		0		0		2	1-2	819	0	0.0	0	0.0	0	0.0	631	77.0
EN1	ENST00000295206	2	0		0		0		2	1-2	1219	0	0.0	0	0.0	0	0.0	1219	100.0
ENAM	ENST00000396073	8	0		0		0		2	4,9	3589	0	0.0	0	0.0	0	0.0	2926	81.5
ENDOG	ENST00000372642	3	0		0		0		2	1,3	954	0	0.0	0	0.0	0	0.0	824	86.4
ENG	ENST00000373203	15	0		0		1	6	4	3-4,6,10	2277	0	0.0	0	0.0	147	6.5	550	24.2
ENO1	ENST00000234590	11	0		0		0		2	8,11	1525	0	0.0	0	0.0	0	0.0	297	19.5
ENO3	ENST00000519602	11	0		0		0		0		1525	0	0.0	0	0.0	0	0.0	0	0.0
ENPP1	ENST00000647893	25	0		0		0		8	4,9-11,14-15,21,23	3278	0	0.0	0	0.0	0	0.0	958	29.2
ENPP7	ENST00000328313	5	0		0		0		4	1-3,5	1477	0	0.0	0	0.0	0	0.0	1237	83.8
ENTPD1	ENST00000371205	10	0		0		0		3	4,7-8	1733	0	0.0	0	0.0	0	0.0	586	33.8
ENTPD3	ENST00000301825	10	0		0		0		3	6,10-11	1790	0	0.0	0	0.0	0	0.0	595	33.2
EOGT	ENST00000383701	15	0		0		0		7	5-6,8,13,15,17-18	1884	0	0.0	0	0.0	0	0.0	854	45.3
EOMES	ENST00000449599	6	0		0		0		3	1,4,6	2238	0	0.0	0	0.0	0	0.0	1839	82.2
EP300	ENST00000263253	31	0		0		0		9	1-2,4-5,9,22,24,30-31	7865	0	0.0	0	0.0	0	0.0	4098	52.1
EP400	ENST00000389561	52	0		0		0		22	2,5-6,14,16,19-23,25,28-29,34-35,37-39,42,47-48,52	10412	0	0.0	0	0.0	0	0.0	5620	54.0
EPAS1	ENST00000263734	16	0		0		0		5	2-4,10,12	2933	0	0.0	0	0.0	0	0.0	1213	41.4
EPB41	ENST00000343067	19	0		0		0		6	2,4,9,12,14,17	2975	0	0.0	0	0.0	0	0.0	1226	41.2
EPB41L1	ENST00000338074	21	0		0		0		3	3,15-16	3066	0	0.0	0	0.0	0	0.0	741	24.2
EPB41L3	ENST00000341928	21	0		0		0		7	2,9-11,13-14,18	3684	0	0.0	0	0.0	0	0.0	1734	47.1
EPB42	ENST00000441366	13	0		0		0		2	2,9	2336	0	0.0	0	0.0	0	0.0	469	20.1
EPCAM	ENST00000263735	9	0		0		0		2	4,7	1125	0	0.0	0	0.0	0	0.0	307	27.3
EPG5	ENST00000282041	44	0		0		0		16	2-3,7,11,15,19,22,26,28,33,37-40,42,44	8620	0	0.0	0	0.0	0	0.0	3958	45.9
EPHA10	ENST00000373048	17	0		0		0		5	3,7-8,10,13	3367	0	0.0	0	0.0	0	0.0	1390	41.3
EPHA2	ENST00000358432	17	0		0		0		8	3,5-6,8,11,13,15,17	3271	0	0.0	0	0.0	0	0.0	2078	63.5
EPHA4	ENST00000281821	17	0		0		0		3	3,5,15	3301	0	0.0	0	0.0	0	0.0	1257	38.1
EPHA5	ENST00000613740	17	0		0		0		8	3,5-7,9-10,14-15	3391	0	0.0	0	0.0	0	0.0	1983	58.5
EPHA7	ENST00000369303	17	0		0		0		7	1-3,7,11,15,17	3337	0	0.0	0	0.0	0	0.0	1651	49.5
EPHB1	ENST00000398015	16	0		0		0		6	3,5,10,13-15	3275	0	0.0	0	0.0	0	0.0	1761	53.8
EPHB2	ENST00000374630	16	0		0		0		4	3,5,8,10	3281	0	0.0	0	0.0	0	0.0	1333	40.6
EPHB4	ENST00000358173	17	0		0		0		9	3-4,6-7,9,12-14,16	3304	0	0.0	0	0.0	0	0.0	2196	66.5
EPHB6	ENST00000652003	16	0		0		0		2	15-16	3389	0	0.0	0	0.0	0	0.0	462	13.6
EPHX1	ENST00000272167	8	0		0		0		2	2,8	1528	0	0.0	0	0.0	0	0.0	349	22.8
EPHX2	ENST00000521400	19	0		0		0		7	4-5,7,14-15,17-18	2048	0	0.0	0	0.0	0	0.0	827	40.4
EPM2A	ENST00000367519	4	0		0		0		2	1,4	1076	0	0.0	0	0.0	0	0.0	619	57.5
EPO	ENST00000252723	5	0		0		0		1	5	682	0	0.0	0	0.0	0	0.0	176	25.8
EPOR	ENST00000222139	8	0		0		0		4	2,5,7-8	1687	0	0.0	0	0.0	0	0.0	1070	63.4
EPRS1	ENST00000366923	32	0		0		0		12	5,7-8,17-19,22,25,27-28,30-31	5179	0	0.0	0	0.0	0	0.0	2240	43.3
EPS15L1	ENST00000455140	24	0		0		0		9	7,9,11-12,14-15,21-22,24	3213	0	0.0	0	0.0	0	0.0	1506	46.9
EPS8	ENST00000281172	20	0		0		0		7	2-3,5,8,10-11,13	2869	0	0.0	0	0.0	0	0.0	940	32.8
EPS8L2	ENST00000318562	20	0		0		0		2	5-6	2548	0	0.0	0	0.0	0	0.0	352	13.8
EPS8L3	ENST00000361965	18	0		0		0		0		2142	0	0.0	0	0.0	0	0.0	0	0.0
EPX	ENST00000225371	12	0		0		0		6	5-7,9-11	2388	0	0.0	0	0.0	0	0.0	1441	60.3
ERAL1	ENST00000254928	10	0		0		0		3	1,7,10	1514	0	0.0	0	0.0	0	0.0	715	47.2
ERAP1	ENST00000443439	18	0		0		0		6	3,9,12,16-17,19	3186	0	0.0	0	0.0	0	0.0	930	29.2
ERAP2	ENST00000437043	18	0		0		0		5	2,4,15,17-18	3243	0	0.0	0	0.0	0	0.0	1218	37.6
ERBB2	ENST00000269571	27	0		0		0		2	20-21	4308	0	0.0	0	0.0	0	0.0	382	8.9
ERBB3	ENST00000267101	28	0		0		0		5	5-7,11,28	4589	0	0.0	0	0.0	0	0.0	1045	22.8
ERBB4	ENST00000342788	28	0		0		0		10	1-4,6,19,21-22,27-28	4487	0	0.0	0	0.0	0	0.0	1950	43.5
ERBIN	ENST00000284037	24	0		0		0		10	3-5,7,10-12,20-21,24	4719	0	0.0	0	0.0	0	0.0	2814	59.6
ERCC1	ENST00000300853	9	0		0		0		1	3	1074	0	0.0	0	0.0	0	0.0	236	22.0
ERCC2	ENST00000391945	23	0		0		0		2	2,21	2743	0	0.0	0	0.0	0	0.0	284	10.4
ERCC3	ENST00000285398	15	0		0		0		6	2-3,5,8-9,12	2649	0	0.0	0	0.0	0	0.0	1317	49.7
ERCC4	ENST00000311895	11	0		0		0		3	1-3	2971	0	0.0	0	0.0	0	0.0	644	21.7
ERCC5	ENST00000652225	15	0		0		0		5	1,8,10-12	3861	0	0.0	0	0.0	0	0.0	1741	45.1
ERCC6	ENST00000355832	20	0		0		0		4	7,14,20-21	4882	0	0.0	0	0.0	0	0.0	849	17.4
ERCC6	ENST00000447839	5	0		0		0		4	2,4-6	3286	0	0.0	0	0.0	0	0.0	3145	95.7
ERCC6L2	ENST00000653738	19	0		0		0		10	2-3,5-9,16,18-19	5033	0	0.0	0	0.0	0	0.0	3810	75.7
ERCC8	ENST00000676185	12	0		0		0		7	1,3,5,7,9-10,12	1431	0	0.0	0	0.0	0	0.0	860	60.1
ERF	ENST00000222329	4	0		0		0		2	2,4	1727	0	0.0	0	0.0	0	0.0	1549	89.7
ERG	ENST00000288319	10	0		0		0		3	4,6,10	1640	0	0.0	0	0.0	0	0.0	857	52.3
ERGIC1	ENST00000393784	10	0		0		0		1	5	1073	0	0.0	0	0.0	0	0.0	145	13.5
ERGIC3	ENST00000348547	13	0		0		0		1	4	1412	0	0.0	0	0.0	0	0.0	140	9.9
ERI1	ENST00000250263	7	0		0		0		3	1,3,7	1190	0	0.0	0	0.0	0	0.0	622	52.3
ERLEC1	ENST00000185150	14	0		0		0		4	1,4-5,11	1732	0	0.0	0	0.0	0	0.0	509	29.4
ERLIN1	ENST00000421367	11	0		0		0		4	1-2,6,11	1267	0	0.0	0	0.0	0	0.0	571	45.1
ERLIN2	ENST00000519638	11	0		0		0		4	3-5,7	1240	0	0.0	0	0.0	0	0.0	345	27.8
ERMAP	ENST00000372517	10	0		0		0		5	3-4,9-10,12	1628	0	0.0	0	0.0	0	0.0	1297	79.7
ERMARD	ENST00000366773	18	0		0		0		3	7,12,16	2397	0	0.0	0	0.0	0	0.0	590	24.6
ESAM	ENST00000278927	7	0		0		0		2	1,7	1313	0	0.0	0	0.0	0	0.0	426	32.4
ESCO2	ENST00000305188	10	0		0		0		6	2-4,6,9-10	2006	0	0.0	0	0.0	0	0.0	1513	75.4
ESF1	ENST00000617257	13	0		0		0		3	7-8,11	2816	0	0.0	0	0.0	0	0.0	411	14.6
ESPN	ENST00000645284	13	0		0		0		2	2,11	2825	0	0.0	0	0.0	0	0.0	314	11.1
ESPNL	ENST00000343063	9	0		0		0		2	5,9	3198	0	0.0	0	0.0	0	0.0	1777	55.6
ESR1	ENST00000206249	8	0		0		0		4	1,4-5,7	1948	0	0.0	0	0.0	0	0.0	1191	61.1
ESR2	ENST00000341099	8	0		0		0		4	2-3,5,8	1753	0	0.0	0	0.0	0	0.0	1096	62.5
ESRP1	ENST00000433389	15	0		0		0		1	1	2346	0	0.0	0	0.0	0	0.0	152	6.5
ESRP2	ENST00000473183	15	0		0		0		4	2-4,10	2454	0	0.0	0	0.0	0	0.0	740	30.2
ESRRB	ENST00000644823	7	0		0		0		3	2-3,6	1505	0	0.0	0	0.0	0	0.0	857	56.9
ESYT2	ENST00000275418	23	0		0		0		5	9,12,16-18	3061	0	0.0	0	0.0	0	0.0	978	32.0
ETFA	ENST00000557943	12	0		0		0		3	8,10-11	1242	0	0.0	0	0.0	0	0.0	276	22.2
ETFB	ENST00000309244	6	0		0		0		1	6	888	0	0.0	0	0.0	0	0.0	191	21.5
ETFDH	ENST00000511912	13	0		0		0		3	6-7,10	2114	0	0.0	0	0.0	0	0.0	454	21.5
ETHE1	ENST00000292147	7	0		0		0		2	2-3	905	0	0.0	0	0.0	0	0.0	334	36.9
ETS1	ENST00000392668	9	0		0		0		0		1638	0	0.0	0	0.0	0	0.0	0	0.0
ETV1	ENST00000430479	12	0		0		0		5	4-5,11-12,14	1674	0	0.0	0	0.0	0	0.0	697	41.6
ETV2	ENST00000402764	6	0		0		0		1	5	1149	0	0.0	0	0.0	0	0.0	500	43.5
ETV6	ENST00000396373	8	0		0		0		3	2,4-5	1519	0	0.0	0	0.0	0	0.0	871	57.3
EVC	ENST00000264956	21	0		0		0		8	4,6,9-10,12,14,19-20	3399	0	0.0	0	0.0	0	0.0	1488	43.8
EVC2	ENST00000344408	22	0		0		0		7	4,9,11,15,17-18,22	4367	0	0.0	0	0.0	0	0.0	1505	34.5
EVL	ENST00000392920	14	0		0		0		2	2-3	1537	0	0.0	0	0.0	0	0.0	387	25.2
EVPL	ENST00000301607	22	0		0		0		6	13,16-18,21-22	6542	0	0.0	0	0.0	0	0.0	4236	64.8
EWSR1	ENST00000397938	17	0		0		0		5	13-17	2311	0	0.0	0	0.0	0	0.0	777	33.6
EXD3	ENST00000340951	21	0		0		0		6	6,13,16-17,19,22	3051	0	0.0	0	0.0	0	0.0	1172	38.4
EXOC2	ENST00000230449	27	0		0		0		7	3,7,9-10,15,19,21	3315	0	0.0	0	0.0	0	0.0	868	26.2
EXOC3L2	ENST00000413988	11	0		0		0		4	2,10-12	2629	0	0.0	0	0.0	0	0.0	1170	44.5
EXOC6	ENST00000260762	22	0		0		0		6	5,7,10,14-15,17	2855	0	0.0	0	0.0	0	0.0	720	25.2
EXOC6B	ENST00000272427	22	0		0		0		6	2,5,8,10,12,19	2876	0	0.0	0	0.0	0	0.0	662	23.0
EXOC7	ENST00000589210	19	0		0		0		2	12,18	2435	0	0.0	0	0.0	0	0.0	241	9.9
EXOC8	ENST00000366645	1	0		0		0		1	1	2198	0	0.0	0	0.0	0	0.0	2198	100.0
EXOSC1	ENST00000370902	8	0		0		0		1	2	748	0	0.0	0	0.0	0	0.0	136	18.2
EXOSC2	ENST00000372358	9	0		0		0		2	1,7	1062	0	0.0	0	0.0	0	0.0	339	31.9
EXOSC3	ENST00000327304	4	0		0		0		1	1	908	0	0.0	0	0.0	0	0.0	344	37.9
EXOSC4	ENST00000316052	3	0		0		0		2	1,3	798	0	0.0	0	0.0	0	0.0	571	71.6
EXOSC5	ENST00000221233	6	0		0		0		3	1,3,6	828	0	0.0	0	0.0	0	0.0	423	51.1
EXOSC8	ENST00000389704	11	0		0		0		6	1,5,8-11	1051	0	0.0	0	0.0	0	0.0	624	59.4
EXOSC9	ENST00000243498	12	0		0		0		4	2-3,8,10	1560	0	0.0	0	0.0	0	0.0	566	36.3
EXPH5	ENST00000265843	6	0		0		0		4	1,3,5-6	6090	0	0.0	0	0.0	0	0.0	5840	95.9
EXT1	ENST00000378204	11	0		0		0		3	1,10-11	2461	0	0.0	0	0.0	0	0.0	1380	56.1
EXT2	ENST00000533608	13	0		0		0		3	2,4,10	2417	0	0.0	0	0.0	0	0.0	880	36.4
EXTL3	ENST00000220562	5	0		0		0		3	3-4,7	2860	0	0.0	0	0.0	0	0.0	2546	89.0
EYA1	ENST00000340726	16	0		0		0		5	4,13,16-18	2099	0	0.0	0	0.0	0	0.0	541	25.8
EYA3	ENST00000373871	17	0		0		0		0		2062	0	0.0	0	0.0	0	0.0	0	0.0
EYA4	ENST00000355286	19	0		0		0		5	2,9-11,14	2300	0	0.0	0	0.0	0	0.0	613	26.7
EYS	ENST00000503581	40	0		0		0		10	4,7,18,26-28,33,37,42-43	10235	0	0.0	0	0.0	0	0.0	4935	48.2
EZH1	ENST00000428826	19	0		0		0		3	4,12-13	2624	0	0.0	0	0.0	0	0.0	478	18.2
EZH2	ENST00000320356	19	0		0		0		4	2,4,15,17	2636	0	0.0	0	0.0	0	0.0	575	21.8
EZR	ENST00000367075	13	0		0		0		6	3,5,7,9,13-14	2021	0	0.0	0	0.0	0	0.0	1207	59.7
F10	ENST00000375559	8	0		0		0		4	2,4,6,8	1627	0	0.0	0	0.0	0	0.0	1202	73.9
F11	ENST00000403665	14	0		0		0		4	4,6,9,15	2158	0	0.0	0	0.0	0	0.0	622	28.8
F12	ENST00000253496	14	0		0		0		4	6,10,12-13	2128	0	0.0	0	0.0	0	0.0	737	34.6
F13A1	ENST00000264870	14	0		0		0		3	3,5,7	2479	0	0.0	0	0.0	0	0.0	543	21.9
F13B	ENST00000367412	12	0		0		0		5	2-3,6,10,12	2226	0	0.0	0	0.0	0	0.0	884	39.7
F2	ENST00000311907	14	0		0		0		7	5-8,10-12	2149	0	0.0	0	0.0	0	0.0	1351	62.9
F5	ENST00000367797	25	0		0		0		12	1-2,4,8-10,13,16-17,20,22-23	7175	0	0.0	0	0.0	0	0.0	4809	67.0
F7	ENST00000346342	8	0		0		0		0		1495	0	0.0	0	0.0	0	0.0	0	0.0
F7	ENST00000375581	9	0		0		0		3	7-9	1581	0	0.0	0	0.0	0	0.0	890	56.3
F8	ENST00000360256	26	0		0		7	2,5,8,10,14,19,26	26	1-26	7576	0	0.0	0	0.0	4066	53.7	7576	100.0
F8A1	ENST00000610495	1	0		0		0		1	1	1136	0	0.0	0	0.0	0	0.0	1136	100.0
F9	ENST00000218099	8	0		0		3	2-3,6	8	1-8	1546	0	0.0	0	0.0	452	29.2	1546	100.0
FA2H	ENST00000219368	7	0		0		0		3	3,5-6	1259	0	0.0	0	0.0	0	0.0	629	50.0
FAAH	ENST00000243167	15	0		0		0		3	1,3,8	2040	0	0.0	0	0.0	0	0.0	516	25.3
FAAH2	ENST00000374900	11	0		0		2	3,9	11	1-11	1819	0	0.0	0	0.0	289	15.9	1819	100.0
FAAP100	ENST00000327787	9	0		0		0		2	3,7	2826	0	0.0	0	0.0	0	0.0	1113	39.4
FAAP20	ENST00000378546	4	0		0		0		1	3	623	0	0.0	0	0.0	0	0.0	292	46.9
FAAP24	ENST00000588258	4	0		0		0		2	3,5	728	0	0.0	0	0.0	0	0.0	429	58.9
FADD	ENST00000301838	2	0		0		0		2	1-2	667	0	0.0	0	0.0	0	0.0	667	100.0
FAF1	ENST00000396153	19	0		0		0		8	2,4,6-7,10,12,16,18	2333	0	0.0	0	0.0	0	0.0	1139	48.8
FAH	ENST00000561421	14	0		0		0		3	3,11,13	1540	0	0.0	0	0.0	0	0.0	347	22.5
FAHD2A	ENST00000233379	7	0		0		0		2	2-3	1085	0	0.0	0	0.0	0	0.0	502	46.3
FAM111A	ENST00000675163	2	0		0		0		2	5-6	1876	0	0.0	0	0.0	0	0.0	1876	100.0
FAM111B	ENST00000343597	2	0		0		0		2	3-4	2245	0	0.0	0	0.0	0	0.0	2245	100.0
FAM114A1	ENST00000358869	13	0		0		0		1	9	1952	0	0.0	0	0.0	0	0.0	144	7.4
FAM120A	ENST00000277165	18	0		0		0		10	1,3,7,9-11,13,15-16,18	3717	0	0.0	0	0.0	0	0.0	2499	67.2
FAM131C	ENST00000375662	7	0		0		0		1	2	983	0	0.0	0	0.0	0	0.0	136	13.8
FAM149A	ENST00000706927	14	0		0		0		5	4-5,7-8,10	2599	0	0.0	0	0.0	0	0.0	925	35.6
FAM149B1	ENST00000242505	14	0		0		0		2	2,12	2029	0	0.0	0	0.0	0	0.0	271	13.4
FAM151A	ENST00000302250	8	0		0		0		2	2,5	1918	0	0.0	0	0.0	0	0.0	409	21.3
FAM161A	ENST00000404929	7	0		0		0		4	1,3-4,6	2291	0	0.0	0	0.0	0	0.0	1747	76.3
FAM170A	ENST00000695508	4	0		0		0		2	1,3	1073	0	0.0	0	0.0	0	0.0	885	82.5
FAM177A1	ENST00000280987	5	0		0		0		1	1	811	0	0.0	0	0.0	0	0.0	185	22.8
FAM180B	ENST00000538490	3	0		0		0		1	1	612	0	0.0	0	0.0	0	0.0	105	17.2
FAM186A	ENST00000327337	8	0		0		0		4	4,6-8	7216	0	0.0	0	0.0	0	0.0	6360	88.1
FAM20A	ENST00000592554	11	0		0		0		5	1-2,4,6,10	1846	0	0.0	0	0.0	0	0.0	944	51.1
FAM20B	ENST00000263733	7	0		0		0		3	4-6	1370	0	0.0	0	0.0	0	0.0	534	39.0
FAM20C	ENST00000313766	10	0		0		0		4	2,5-6,8	1955	0	0.0	0	0.0	0	0.0	638	32.6
FAM219A	ENST00000651358	6	0		0		0		0		678	0	0.0	0	0.0	0	0.0	0	0.0
FAM47C	ENST00000358047	1	0		0		1	1	1	1	3128	0	0.0	0	0.0	3128	100.0	3128	100.0
FAM50A	ENST00000393600	13	0		0		0		13	1-13	1280	0	0.0	0	0.0	0	0.0	1280	100.0
FAM89A	ENST00000366654	2	0		0		0		2	1-2	595	0	0.0	0	0.0	0	0.0	595	100.0
FAN1	ENST00000362065	13	0		0		1	12	9	2-5,8-10,12-13	3314	0	0.0	0	0.0	215	6.5	2751	83.0
FANCA	ENST00000389301	43	0		0		0		14	2,7,13,15-18,21,23,27-28,32-33,39	5228	0	0.0	0	0.0	0	0.0	1874	35.8
FANCB	ENST00000650831	8	0		0		4	3,5,9-10	7	3-6,8-10	2740	0	0.0	0	0.0	1777	64.9	2550	93.1
FANCC	ENST00000289081	14	0		0		0		6	2,4-5,7,13,15	1957	0	0.0	0	0.0	0	0.0	975	49.8
FANCD2	ENST00000675286	43	0		0		0		8	3,12,15,22,28,31,33,41	5216	0	0.0	0	0.0	0	0.0	1045	20.0
FANCE	ENST00000229769	10	0		0		0		0		1811	0	0.0	0	0.0	0	0.0	0	0.0
FANCF	ENST00000327470	1	0		0		0		1	1	1145	0	0.0	0	0.0	0	0.0	1145	100.0
FANCG	ENST00000378643	14	0		0		0		5	2,4,9-10,12	2149	0	0.0	0	0.0	0	0.0	907	42.2
FANCI	ENST00000310775	37	0		0		0		10	3-5,11,18-19,22-23,25-26	4727	0	0.0	0	0.0	0	0.0	1386	29.3
FANCL	ENST00000233741	14	0		0		0		5	1,7,9,12,14	1408	0	0.0	0	0.0	0	0.0	502	35.7
FANCM	ENST00000267430	23	0		0		0		13	1,3,5-6,8-9,11,14,18-22	6607	0	0.0	0	0.0	0	0.0	4996	75.6
FAR1	ENST00000354817	11	0		0		0		2	3,12	1768	0	0.0	0	0.0	0	0.0	379	21.4
FARS2	ENST00000274680	6	0		0		0		2	2,5	1476	0	0.0	0	0.0	0	0.0	813	55.1
FARSA	ENST00000314606	13	0		0		0		1	10	1787	0	0.0	0	0.0	0	0.0	189	10.6
FARSB	ENST00000281828	17	0		0		0		3	3,9,17	2110	0	0.0	0	0.0	0	0.0	429	20.3
FAS	ENST00000652046	9	0		0		0		2	2,7	1188	0	0.0	0	0.0	0	0.0	289	24.3
FASLG	ENST00000367721	4	0		0		0		2	1,4	926	0	0.0	0	0.0	0	0.0	783	84.6
FASN	ENST00000306749	42	0		0		0		2	10,32	8376	0	0.0	0	0.0	0	0.0	452	5.4
FASTKD2	ENST00000402774	11	0		0		0		5	2,4-5,8-9	2353	0	0.0	0	0.0	0	0.0	1496	63.6
FASTKD5	ENST00000380266	1	0		0		0		1	2	2315	0	0.0	0	0.0	0	0.0	2315	100.0
FAT1	ENST00000441802	26	0		0		0		13	2-4,8-10,13-14,17,19-20,25,27	14287	0	0.0	0	0.0	0	0.0	11420	79.9
FAT2	ENST00000261800	23	0		0		0		12	2-3,9-10,13-15,17,19,21-23	13510	0	0.0	0	0.0	0	0.0	10920	80.8
FAT3	ENST00000525166	27	0		0		0		14	2-4,9-10,12,14-15,19-20,22-24,28	14310	0	0.0	0	0.0	0	0.0	11829	82.7
FAT4	ENST00000394329	17	0		0		1	14	11	2,5-7,10-12,14,16-18	15292	0	0.0	0	0.0	200	1.3	14135	92.4
FBLN1	ENST00000327858	17	0		0		0		4	2,5,11,13	2452	0	0.0	0	0.0	0	0.0	504	20.6
FBLN2	ENST00000404922	17	0		0		0		4	2-3,5,12	4036	0	0.0	0	0.0	0	0.0	1823	45.2
FBLN5	ENST00000342058	11	0		0		0		4	4-5,7,9	1567	0	0.0	0	0.0	0	0.0	705	45.0
FBN1	ENST00000316623	65	0		0		0		19	2,6-7,12,19-21,23,25,30,33,39,41-42,48,50-51,62,64	9916	0	0.0	0	0.0	0	0.0	2993	30.2
FBN2	ENST00000262464	65	0		0		0		12	1,9-10,12,15,24-25,35,42,57,62,65	10039	0	0.0	0	0.0	0	0.0	2372	23.6
FBP1	ENST00000375326	7	0		0		0		4	1,3,5,7	1157	0	0.0	0	0.0	0	0.0	673	58.2
FBP2	ENST00000375337	7	0		0		0		4	1,3,6-7	1160	0	0.0	0	0.0	0	0.0	658	56.7
FBRSL1	ENST00000680143	19	0		0		0		0		3389	0	0.0	0	0.0	0	0.0	0	0.0
FBRSL1	ENST00000973242	3	0		0		1	3	1	3	1830	0	0.0	0	0.0	1301	71.1	1301	71.1
FBXL19	ENST00000338343	10	0		0		0		6	2,6-8,10-11	2225	0	0.0	0	0.0	0	0.0	1533	68.9
FBXL3	ENST00000355619	4	0		0		0		1	5	1367	0	0.0	0	0.0	0	0.0	664	48.6
FBXL4	ENST00000369244	7	0		0		0		2	4-5	2006	0	0.0	0	0.0	0	0.0	898	44.8
FBXL7	ENST00000504595	4	0		0		0		4	1-4	1556	0	0.0	0	0.0	0	0.0	1556	100.0
FBXO11	ENST00000403359	23	0		0		0		11	1,3,5,8-9,11-14,19,21	3244	0	0.0	0	0.0	0	0.0	1640	50.6
FBXO22	ENST00000308275	7	0		0		0		3	1,5,7	1352	0	0.0	0	0.0	0	0.0	783	57.9
FBXO25	ENST00000350302	9	0		0		0		4	2,5-6,8	1257	0	0.0	0	0.0	0	0.0	584	46.5
FBXO28	ENST00000366862	5	0		0		0		2	1,3	1207	0	0.0	0	0.0	0	0.0	446	37.0
FBXO31	ENST00000311635	9	0		0		0		2	1,9	1800	0	0.0	0	0.0	0	0.0	603	33.5
FBXO32	ENST00000517956	9	0		0		0		2	2,7	1248	0	0.0	0	0.0	0	0.0	336	26.9
FBXO34	ENST00000313833	1	0		0		0		1	2	2156	0	0.0	0	0.0	0	0.0	2156	100.0
FBXO38	ENST00000340253	21	0		0		0		6	2,7,14-16,22	3987	0	0.0	0	0.0	0	0.0	1581	39.7
FBXO40	ENST00000338040	3	0		0		0		2	3-4	2190	0	0.0	0	0.0	0	0.0	2167	98.9
FBXO43	ENST00000428847	5	0		0		0		3	2,4-5	2227	0	0.0	0	0.0	0	0.0	1999	89.8
FBXO7	ENST00000266087	9	0		0		0		3	5,8-9	1749	0	0.0	0	0.0	0	0.0	569	32.5
FBXW11	ENST00000517395	13	0		0		1	7	6	1,4,7,9-10,13	1952	0	0.0	0	0.0	158	8.1	1060	54.3
FBXW4	ENST00000331272	9	0		0		0		3	1,5-6	1884	0	0.0	0	0.0	0	0.0	946	50.2
FBXW7	ENST00000281708	11	0		0		0		3	4,7,13	2344	0	0.0	0	0.0	0	0.0	907	38.7
FCGR1A	ENST00000369168	6	0		0		0		4	3-6	1245	0	0.0	0	0.0	0	0.0	1153	92.6
FCGR2A	ENST00000271450	7	0		0		0		3	1,3-4	1094	0	0.0	0	0.0	0	0.0	658	60.1
FCGR2B	ENST00000358671	8	0		0		0		1	4	1093	0	0.0	0	0.0	0	0.0	275	25.2
FCGR3A	ENST00000443193	5	0		0		0		2	3-4	865	0	0.0	0	0.0	0	0.0	556	64.3
FCGR3B	ENST00000650385	5	0		0		0		2	3-4	802	0	0.0	0	0.0	0	0.0	556	69.3
FCHO1	ENST00000596536	26	0		0		0		1	7	3190	0	0.0	0	0.0	0	0.0	162	5.1
