gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons
DICER1	ENST00000343455	26	0		0		8	4,6,9,12,21,23,24,26
DIO1	ENST00000361921	4	0		0		2	1,2
DIP2A	ENST00000417564	38	0		0		17	2,3,5,6,9,11,12,13,19,20,23,24,25,29,34,35,37
DIP2B	ENST00000301180	38	0		0		12	1,7,11,14,19,26,28,29,31,33,36,37
DIP2C	ENST00000280886	37	0		1	13	18	2,3,5,8,11,12,13,18,20,21,22,25,27,29,30,31,35,37
DIS3L2	ENST00000325385	20	0		0		6	4,7,12,13,17,21
DISC1	ENST00000439617	13	0		0		8	1,2,5,6,8,10,11,13
DISP1	ENST00000675850	7	0		0		2	3,9
DKC1	ENST00000369550	15	0		1	2	12	2,3,4,6,7,8,9,10,12,13,14,15
DLAT	ENST00000280346	14	0		0		5	1,6,8,9,13
DLC1	ENST00000276297	17	0		0		9	2,3,5,7,9,11,12,13,16
DLD	ENST00000205402	14	0		0		7	3,5,7,8,9,10,14
DLG1	ENST00000667157	24	0		0		5	12,16,17,22,25
DLG2	ENST00000376104	26	0		0		6	4,5,7,10,27,28
DLG3	ENST00000374360	19	0		2	8,16	18	1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19
DLG4	ENST00000399506	20	0		0		0	
DLG4	ENST00000648172	22	0		0		5	3,8,9,11,14
DLG5	ENST00000372391	32	0		32	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32	32	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
DLGAP2	ENST00000637795	15	7	4,5,6,9,12,14,15	15	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	15	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DLK1	ENST00000341267	5	0		0		3	2,4,5
DLL1	ENST00000366756	11	0		11	1,2,3,4,5,6,7,8,9,10,11	11	1,2,3,4,5,6,7,8,9,10,11
DLL3	ENST00000356433	9	0		0		5	2,4,6,7,8
DLL4	ENST00000249749	11	0		0		2	9,10
DLST	ENST00000334220	15	0		1	2	6	1,2,8,9,12,14
DLX3	ENST00000434704	3	0		0		2	1,2
DLX4	ENST00000240306	3	0		0		2	2,3
DLX5	ENST00000648378	3	0		0		2	1,3
DLX6	ENST00000518156	3	0		0		2	1,2
DMAP1	ENST00000372289	10	0		0		4	2,3,4,9
DMBX1	ENST00000360032	4	0		0		3	3,4,6
DMC1	ENST00000216024	13	0		0		3	2,3,10
DMD	ENST00000357033	79	0		18	1,6,10,11,21,23,27,28,40,44,45,48,52,53,54,55,65,73	75	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,72,73,74,76,77,79
DMGDH	ENST00000255189	16	0		0		4	3,5,12,16
DMP1	ENST00000339673	5	0		0		2	3,6
DMPK	ENST00000291270	15	0		0		5	2,6,7,8,11
DMRT1	ENST00000382276	5	0		0		2	2,3
DMRT2	ENST00000358146	3	0		0		3	2,3,4
DMRTA2	ENST00000404795	2	0		0		2	2,3
DMXL2	ENST00000560891	44	0		0		21	1,3,4,8,9,10,12,13,18,22,23,24,25,26,28,30,31,33,36,38,42
DNA2	ENST00000358410	21	0		0		8	1,8,9,11,14,15,17,20
DNAAF1	ENST00000378553	12	0		0		4	1,8,9,11
DNAAF11	ENST00000620350	12	0		0		3	1,3,6
DNAAF19	ENST00000417826	3	0		0		1	4
DNAAF2	ENST00000298292	3	0		0		2	1,3
DNAAF3	ENST00000524407	11	0		0		4	2,5,7,12
DNAAF4	ENST00000321149	9	0		0		5	2,3,4,7,8
DNAAF5	ENST00000297440	13	0		0		11	2,3,4,5,6,7,8,9,10,11,12
DNAAF6	ENST00000372453	6	0		1	7	6	2,3,4,5,6,7
DNAH1	ENST00000420323	77	0		0		31	2,5,8,10,11,14,17,18,19,20,23,24,26,29,34,37,38,44,45,46,48,49,51,52,56,62,65,66,67,73,77
DNAH10	ENST00000673944	79	0		54	25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79	65	1,5,8,10,12,15,17,19,20,22,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
DNAH11	ENST00000409508	82	0		0		39	1,3,4,6,7,8,9,11,13,14,15,21,22,23,24,25,26,28,30,31,34,36,38,39,49,50,53,54,57,59,61,62,63,68,70,75,76,77,78
DNAH12	ENST00000495027	73	0		0		33	2,4,6,8,9,11,12,14,16,17,18,21,25,27,28,29,33,34,35,41,43,45,48,50,51,53,56,57,58,65,68,69,74
DNAH14	ENST00000682510	85	0		0		39	3,4,9,11,19,23,29,31,32,33,34,35,36,39,41,43,44,47,48,51,52,54,56,57,60,61,62,63,67,72,73,74,76,78,79,80,81,85,86
DNAH17	ENST00000389840	80	0		0		45	2,3,5,10,11,12,13,17,20,21,22,24,25,27,28,30,31,34,35,36,39,40,45,47,48,52,55,57,58,61,62,64,66,67,68,69,70,71,72,73,74,78,79,80,81
DNAH2	ENST00000572933	85	0		0		34	2,7,10,14,15,17,18,19,21,23,25,26,29,33,36,40,41,42,44,47,48,55,59,62,63,64,66,68,69,72,75,76,80,85
DNAH3	ENST00000698260	61	0		0		27	3,5,6,7,10,12,15,23,24,25,33,34,35,36,37,44,47,48,50,51,52,53,54,58,59,61,62
DNAH5	ENST00000265104	79	0		0		37	3,4,5,7,10,11,14,15,17,20,21,22,23,24,29,31,34,37,38,39,42,43,44,46,50,53,55,56,59,60,63,64,65,70,71,77,79
DNAH6	ENST00000389394	76	0		0		34	2,5,13,14,15,16,17,19,22,25,26,27,31,33,34,36,39,40,43,46,49,50,51,54,55,56,61,62,66,67,69,73,74,77
DNAH7	ENST00000312428	65	0		0		29	2,3,4,5,6,10,11,12,13,16,17,18,19,20,25,31,37,41,42,43,44,45,48,50,51,52,60,62,64
DNAH8	ENST00000327475	92	0		0		38	2,3,4,7,11,12,13,15,18,21,23,27,28,29,30,32,33,35,37,40,41,44,47,49,50,51,60,61,62,65,70,72,73,81,82,86,87,91
DNAH9	ENST00000262442	69	0		0		46	1,2,4,5,6,10,11,13,14,15,16,19,20,21,24,26,29,31,32,35,36,37,38,39,41,42,43,44,45,46,48,49,50,52,54,55,56,57,58,59,60,63,65,67,68,69
DNAI1	ENST00000242317	20	0		0		1	3
DNAI2	ENST00000311014	12	0		0		8	2,3,4,7,8,9,11,13
DNAJA1	ENST00000330899	8	0		0		1	9
DNAJA3	ENST00000262375	11	0		11	1,2,3,4,5,6,7,8,9,10,11	11	1,2,3,4,5,6,7,8,9,10,11
DNAJB11	ENST00000265028	10	0		0		3	2,4,5
DNAJB13	ENST00000339764	8	0		0		2	5,6
DNAJB2	ENST00000336576	8	0		0		2	2,9
DNAJB4	ENST00000370763	3	0		0		3	1,2,3
DNAJB6	ENST00000262177	9	0		0		3	2,5,9
DNAJC12	ENST00000225171	5	0		0		4	1,2,3,4
DNAJC13	ENST00000260818	55	0		0		20	3,6,8,10,11,17,19,20,26,29,32,34,37,41,42,44,46,48,53,55
DNAJC16	ENST00000375847	14	0		0		6	2,3,4,5,8,15
DNAJC19	ENST00000382564	6	0		0		1	1
DNAJC21	ENST00000648817	12	0		0		4	1,3,7,10
DNAJC3	ENST00000602402	12	0		0		5	3,7,10,11,12
DNAJC30	ENST00000395176	1	0		0		1	1
DNAJC5	ENST00000360864	4	0		0		2	3,5
DNAJC6	ENST00000371069	19	0		0		8	3,7,10,11,12,15,16,17
DNAJC7	ENST00000457167	14	0		0		3	9,11,12
DNAL1	ENST00000553645	8	0		0		1	7
DNAL4	ENST00000216068	3	0		0		0	
DNALI1	ENST00000652629	6	0		0		3	3,4,6
DNASE1	ENST00000246949	8	0		0		5	2,3,4,6,8
DNASE1L3	ENST00000394549	8	0		0		2	1,5
DNASE2	ENST00000222219	6	0		0		2	1,5
DNHD1	ENST00000254579	41	0		0		22	3,4,6,8,11,12,13,14,18,21,22,25,29,30,31,32,34,35,36,38,39,42
DNM1	ENST00000372923	22	0		0		0	
DNM1	ENST00000486160	22	0		0		5	1,6,8,9,19
DNM1L	ENST00000549701	20	0		0		0	
DNM1L	ENST00000553257	21	0		0		4	1,9,17,21
DNM2	ENST00000389253	21	0		0		8	1,2,3,4,6,9,10,17
DNMBP	ENST00000324109	16	0		0		7	3,4,5,7,13,16,17
DNMT1	ENST00000359526	41	0		0		10	7,15,17,20,22,30,36,38,39,40
DNMT3A	ENST00000321117	22	0		0		5	3,6,15,19,20
DNMT3B	ENST00000328111	22	0		0		10	2,7,9,10,11,14,19,20,21,23
DOCK11	ENST00000276202	53	0		9	4,10,15,39,41,42,44,47,51	53	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
DOCK2	ENST00000520908	52	0		0		13	5,6,7,26,28,32,39,40,41,43,45,49,52
DOCK3	ENST00000266037	53	0		0		15	4,6,18,20,27,31,35,38,39,40,41,42,43,45,53
DOCK4	ENST00000428084	53	0		0		15	3,5,6,7,8,9,11,15,22,25,27,31,39,41,53
DOCK6	ENST00000294618	48	0		0		16	3,5,6,10,20,25,27,28,29,30,31,32,36,39,42,46
DOCK7	ENST00000635253	50	0		0		19	5,6,7,8,10,12,20,21,22,24,25,35,37,38,39,41,42,46,50
DOCK8	ENST00000432829	48	0		0		22	2,3,4,5,6,12,16,18,20,21,22,23,25,26,28,29,32,34,38,40,44,48
DOCK9	ENST00000682017	53	0		0		25	1,6,7,8,9,10,11,14,19,21,22,23,24,28,33,36,37,38,40,42,43,49,50,52,53
DOHH	ENST00000427575	4	0		0		1	2
DOK7	ENST00000340083	7	0		0		2	6,7
DOLK	ENST00000372586	1	0		0		1	1
DONSON	ENST00000303071	10	0		0		1	2
DOP1A	ENST00000349129	37	0		0		17	3,4,9,11,13,15,16,17,19,20,21,22,23,25,28,29,36
DOT1L	ENST00000398665	28	0		0		4	5,20,24,26
DPAGT1	ENST00000354202	9	0		0		2	1,6
DPF2	ENST00000528416	11	0		0		4	4,5,6,9
DPH1	ENST00000263083	12	0		0		2	10,11
DPH2	ENST00000255108	6	0		0		2	1,4
DPH5	ENST00000370109	7	0		0		0	
DPM1	ENST00000371588	9	0		0		4	1,2,7,8
DPM2	ENST00000314392	4	0		0		0	
DPM3	ENST00000368400	1	0		0		1	2
DPP6	ENST00000377770	26	0		0		7	1,8,13,16,17,20,26
DPP9	ENST00000262960	20	0		0		9	3,4,5,8,9,10,11,13,18
DPY19L2	ENST00000324472	22	0		0		8	1,3,5,8,9,12,14,19
DPYD	ENST00000370192	23	0		0		10	3,5,6,8,9,11,13,16,17,19
DPYS	ENST00000351513	9	0		0		4	1,4,6,8
DPYSL2	ENST00000521913	14	0		0		5	1,3,6,7,11
DPYSL5	ENST00000288699	12	0		0		8	2,3,4,6,8,10,11,12
DRAM2	ENST00000484310	7	0		0		3	5,8,10
DRC1	ENST00000288710	17	0		0		8	1,2,5,7,10,12,13,16
DRC2	ENST00000320516	8	0		0		4	1,2,7,8
DRC4	ENST00000268699	11	0		0		3	6,9,11
DRD2	ENST00000362072	7	0		0		1	2
DRD3	ENST00000383673	6	0		0		3	2,6,7
DRD4	ENST00000176183	4	2	2,3	4	1,2,3,4	4	1,2,3,4
DRD5	ENST00000304374	1	0		0		1	1
DRG1	ENST00000331457	9	0		0		0	
DROSHA	ENST00000344624	33	0		0		12	5,9,10,12,14,21,24,29,30,31,32,35
DRP2	ENST00000395209	22	0		8	3,5,7,16,18,22,23,24	22	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
DSC2	ENST00000280904	16	0		0		7	3,7,8,9,11,13,16
DSC3	ENST00000360428	16	0		0		10	4,6,8,9,10,11,12,14,15,16
DSCAM	ENST00000400454	33	0		0		13	2,5,6,7,17,20,22,26,29,30,31,32,33
DSCAML1	ENST00000651296	33	0		0		11	2,5,6,8,9,15,16,17,21,32,33
DSE	ENST00000644252	5	0		0		5	2,3,4,5,6
DSG1	ENST00000257192	15	0		0		6	1,5,8,9,11,15
DSG2	ENST00000261590	15	0		0		8	1,2,4,6,9,10,12,15
DSG3	ENST00000257189	16	0		0		9	4,5,8,9,11,12,14,15,16
DSG4	ENST00000308128	16	0		0		12	2,3,4,6,7,9,11,12,13,14,15,16
DSP	ENST00000379802	24	0		0		10	1,2,8,11,12,13,16,18,23,24
DSPP	ENST00000651931	4	0		0		1	5
DST	ENST00000370765	24	0		0		3	1,23,24
DST	ENST00000680361	104	0		0		45	1,2,5,9,14,18,20,21,22,23,27,29,31,32,38,39,40,41,42,43,44,46,47,50,53,54,55,57,59,60,61,62,64,67,72,73,74,77,79,81,82,88,89,95,104
DSTYK	ENST00000367162	13	0		0		6	1,3,4,6,7,11
DTHD1	ENST00000639862	10	0		0		7	1,3,4,5,7,8,10
DTNA	ENST00000444659	21	0		0		3	3,6,18
DTNBP1	ENST00000344537	10	0		0		4	3,5,8,10
DTYMK	ENST00000305784	5	0		0		1	5
DUOX1	ENST00000389037	33	0		0		9	5,12,19,21,22,24,25,32,34
DUOX2	ENST00000389039	33	0		0		10	3,7,10,12,18,19,21,25,30,34
DUOXA1	ENST00000560572	6	0		0		2	4,9
DUOXA2	ENST00000323030	6	0		0		2	1,4
DUSP6	ENST00000279488	3	0		0		3	1,2,3
DUSP8	ENST00000397374	6	5	2,3,5,6,7	6	2,3,4,5,6,7	6	2,3,4,5,6,7
DUT	ENST00000331200	7	0		0		2	1,7
DUX4	ENST00000565211	1	0		0		0	
DVL1	ENST00000378888	15	0		0		1	1
DVL2	ENST00000005340	15	0		0		1	1
DVL3	ENST00000313143	15	0		0		3	1,5,15
DYM	ENST00000675505	17	0		0		7	3,4,5,9,10,12,17
DYNC1H1	ENST00000360184	78	0		0		40	1,2,4,5,8,16,17,20,21,22,23,25,26,27,29,35,38,39,42,47,48,52,53,54,55,56,59,61,63,65,66,67,68,69,71,72,73,75,76,77
DYNC1I1	ENST00000447467	16	0		0		3	10,15,16
DYNC1I2	ENST00000397119	17	0		0		3	3,15,18
DYNC2H1	ENST00000375735	89	0		0		0	
DYNC2H1	ENST00000650373	90	0		0		44	1,3,6,8,9,10,13,15,17,19,20,22,23,24,25,26,27,29,30,31,33,35,36,38,39,40,42,45,48,50,51,53,57,58,63,64,65,68,71,72,73,76,77,82
DYNC2I1	ENST00000407559	25	0		0		7	7,10,11,18,22,23,24
DYNC2I2	ENST00000372715	9	0		0		3	1,2,8
DYNC2LI1	ENST00000260605	13	0		0		2	2,10
DYNLT2B	ENST00000325318	5	0		0		3	1,3,4
DYRK1A	ENST00000647188	11	0		0		3	5,7,9
DYRK1B	ENST00000323039	10	0		0		2	5,6
DYSF	ENST00000258104	55	0		0		0	
DYSF	ENST00000410020	56	0		0		12	6,8,13,14,21,24,25,34,36,45,49,54
DZIP1	ENST00000376829	20	0		0		11	4,5,6,8,15,16,17,19,20,21,23
DZIP1L	ENST00000327532	15	0		0		6	2,5,10,12,13,15
EARS2	ENST00000449606	9	0		0		7	1,2,3,4,6,7,8
EBF2	ENST00000520164	16	0		0		7	2,3,6,7,8,15,16
EBF3	ENST00000440978	17	0		0		11	1,2,3,5,6,7,9,10,12,13,16
EBP	ENST00000495186	4	0		0		4	2,3,4,5
ECE1	ENST00000374893	19	0		0		10	2,3,6,8,13,14,15,16,18,19
ECE2	ENST00000404464	19	0		0		6	2,4,5,10,11,15
ECEL1	ENST00000304546	17	0		0		0	
ECHS1	ENST00000368547	8	0		0		5	2,3,4,6,7
ECM1	ENST00000369047	10	0		0		4	6,7,8,10
EDA	ENST00000374552	8	0		2	4,8	7	1,2,4,5,6,7,8
EDA2R	ENST00000374719	5	0		1	3	5	2,3,4,5,6
EDAR	ENST00000258443	11	0		0		4	4,7,10,12
EDARADD	ENST00000334232	6	0		0		1	5
EDC3	ENST00000315127	6	0		0		5	3,4,5,6,7
EDEM3	ENST00000318130	20	0		0		7	1,9,14,15,16,17,20
EDN1	ENST00000379375	5	0		0		1	2
EDN3	ENST00000337938	5	0		0		1	3
EDNRA	ENST00000651419	7	0		0		3	6,7,8
EDNRB	ENST00000646607	7	0		0		2	1,4
EED	ENST00000263360	12	0		0		7	1,2,4,7,8,10,11
EEF1A2	ENST00000217182	7	0		0		1	7
EEF1B2	ENST00000392222	6	0		0		5	1,3,4,5,6
EEF1D	ENST00000618139	8	0		8	3,4,5,6,7,8,9,10	8	3,4,5,6,7,8,9,10
EEF2	ENST00000309311	15	0		0		10	2,3,6,7,8,9,10,12,14,15
EEFSEC	ENST00000254730	7	0		0		2	3,5
EFCAB7	ENST00000371088	13	0		0		8	2,3,5,7,8,9,13,14
EFEMP1	ENST00000355426	10	0		0		2	5,10
EFEMP2	ENST00000307998	10	0		0		3	3,9,11
EFHC1	ENST00000371068	11	0		0		4	3,4,7,8
EFL1	ENST00000268206	19	0		0		7	2,3,6,11,17,18,19
EFNA4	ENST00000368409	4	0		0		1	1
EFNB1	ENST00000204961	5	0		2	2,5	5	1,2,3,4,5
EFNB2	ENST00000646441	5	0		0		2	1,5
EFTUD2	ENST00000426333	27	0		0		6	9,16,18,22,24,26
EGF	ENST00000265171	24	0		0		10	1,2,4,8,13,16,19,20,21,23
EGFR	ENST00000275493	28	0		0		9	3,7,8,10,11,14,15,19,28
EGLN1	ENST00000366641	5	0		1	1	3	1,2,3
EGR2	ENST00000242480	2	0		0		2	1,2
EHBP1	ENST00000431489	22	0		0		15	2,3,4,6,8,10,13,14,15,16,17,18,19,22,23
EHBP1L1	ENST00000309295	19	0		0		3	12,18,19
EHD1	ENST00000320631	5	0		0		3	1,3,5
EHHADH	ENST00000231887	7	0		0		2	5,7
EHMT1	ENST00000460843	27	0		0		13	3,7,9,10,12,16,17,18,19,21,22,24,26
EHMT2	ENST00000375537	28	28	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	28	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	28	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
EIF2A	ENST00000460851	14	0		0		8	1,5,7,10,11,12,13,14
EIF2AK1	ENST00000199389	15	0		0		11	1,2,3,4,5,6,7,8,9,11,12
EIF2AK2	ENST00000233057	15	0		0		6	3,4,10,12,13,16
EIF2AK3	ENST00000303236	17	0		0		9	1,2,3,5,8,10,13,16,17
EIF2AK4	ENST00000263791	39	0		0		17	1,4,7,9,10,11,12,13,14,16,20,21,24,29,30,33,35
EIF2B1	ENST00000424014	9	0		0		3	1,4,8
EIF2B2	ENST00000266126	8	0		0		3	1,2,3
EIF2B3	ENST00000360403	11	0		0		2	2,8
EIF2B4	ENST00000347454	13	0		0		3	1,6,13
EIF2B5	ENST00000648915	16	0		0		7	1,3,4,7,8,9,15
EIF2S3	ENST00000253039	12	0		3	1,3,10	11	1,2,3,4,5,6,7,8,9,10,11
EIF3F	ENST00000651655	8	0		0		2	1,7
EIF3I	ENST00000677711	11	0		0		1	11
EIF4A2	ENST00000323963	11	0		0		5	1,7,8,9,10
EIF4A3	ENST00000649764	12	0		0		6	1,3,6,7,8,10
EIF4E	ENST00000450253	7	0		0		0	
EIF4ENIF1	ENST00000330125	18	0		0		8	2,6,12,13,14,16,17,19
EIF4G1	ENST00000346169	31	0		0		3	21,25,26
EIF5A	ENST00000336458	4	0		0		1	4
EIF6	ENST00000374450	6	0		0		1	4
ELAC2	ENST00000338034	24	0		0		10	1,12,13,14,16,18,19,20,21,23
ELANE	ENST00000263621	5	0		4	2,3,4,5	5	1,2,3,4,5
ELF4	ENST00000308167	8	0		2	6,9	8	2,3,4,5,6,7,8,9
ELFN1	ENST00000424383	1	0		0		1	4
ELMO1	ENST00000310758	21	0		0		8	2,6,9,10,15,17,21,22
ELMO2	ENST00000290246	20	0		0		7	4,11,14,16,17,19,20
ELMOD1	ENST00000265840	11	0		0		4	2,4,11,12
ELMOD3	ENST00000409013	11	0		0		2	11,14
ELN	ENST00000252034	33	0		0		9	5,6,16,17,20,22,25,26,27
ELOVL1	ENST00000372458	7	0		0		0	
ELOVL4	ENST00000369816	6	0		0		1	3
ELOVL5	ENST00000304434	7	0		0		4	2,5,7,8
ELP1	ENST00000374647	36	0		0		10	2,4,5,6,16,26,28,29,34,35
ELP2	ENST00000358232	22	0		0		7	1,2,3,8,10,13,18
ELP4	ENST00000640961	10	0		0		5	1,3,6,7,8
EMC1	ENST00000477853	23	0		0		7	2,3,5,14,17,19,23
EMC10	ENST00000334976	7	0		0		0	
EMD	ENST00000369842	6	0		1	5	6	1,2,3,4,5,6
EMG1	ENST00000599672	6	0		0		3	3,4,5
EMILIN1	ENST00000380320	8	0		0		1	8
EML1	ENST00000262233	22	0		0		11	2,4,6,7,8,11,14,19,20,21,22
EMP2	ENST00000359543	4	0		0		1	3
EMX2	ENST00000553456	3	0		0		2	1,2
EN1	ENST00000295206	2	0		0		2	1,2
ENAM	ENST00000396073	8	0		0		2	4,9
ENG	ENST00000373203	15	0		1	6	4	3,4,6,10
ENO1	ENST00000234590	11	0		0		2	8,11
ENO3	ENST00000519602	11	0		0		2	9,11
ENPP1	ENST00000647893	25	0		0		10	4,9,10,11,14,15,17,19,21,23
ENTPD1	ENST00000371205	10	0		0		4	4,6,7,8
EOGT	ENST00000383701	15	0		0		8	5,6,8,11,13,15,17,18
EOMES	ENST00000449599	6	0		0		3	1,4,6
EP300	ENST00000263253	31	0		0		13	1,2,3,4,5,6,9,12,15,22,24,30,31
EP400	ENST00000389561	52	0		0		27	2,5,6,8,14,16,19,20,21,22,23,25,27,28,29,32,34,35,37,38,39,42,47,48,51,52,53
EPAS1	ENST00000263734	16	0		0		5	2,3,4,10,12
EPB41	ENST00000343067	19	0		0		7	2,4,8,9,12,14,17
EPB41L1	ENST00000338074	21	0		0		5	3,12,15,16,18
EPB41L3	ENST00000341928	21	0		0		7	2,9,10,11,13,14,18
EPB42	ENST00000441366	13	0		0		3	2,9,13
EPCAM	ENST00000263735	9	0		0		2	4,7
EPG5	ENST00000282041	44	0		0		21	1,2,3,7,8,11,15,16,19,22,25,26,28,32,33,37,38,39,40,42,44
EPHA10	ENST00000373048	17	0		0		7	3,7,8,10,12,13,16
EPHA2	ENST00000358432	17	0		0		8	3,5,6,8,11,13,15,17
EPHA4	ENST00000281821	17	0		0		5	3,5,7,15,16
EPHA7	ENST00000369303	17	0		0		8	1,2,3,6,7,11,15,17
EPHB2	ENST00000374630	16	0		0		7	3,4,5,6,8,10,14
EPHB4	ENST00000358173	17	0		0		10	3,4,6,7,9,12,13,14,16,17
EPHX1	ENST00000272167	8	0		0		3	2,4,8
EPHX2	ENST00000521400	19	0		0		7	4,5,7,14,15,17,18
EPM2A	ENST00000367519	4	0		0		4	1,2,3,4
EPO	ENST00000252723	5	0		0		2	4,5
EPOR	ENST00000222139	8	0		0		6	1,2,3,5,7,8
EPRS1	ENST00000366923	32	0		0		13	1,5,7,8,17,18,19,22,25,27,28,30,31
EPS15L1	ENST00000455140	24	0		0		10	7,9,11,12,14,15,19,21,22,24
EPS8	ENST00000281172	20	0		0		8	2,3,5,8,10,11,13,14
EPS8L2	ENST00000318562	20	0		0		2	5,6
EPS8L3	ENST00000361965	18	0		0		0	
EPX	ENST00000225371	12	0		0		7	3,5,6,7,9,10,11
ERAL1	ENST00000254928	10	0		0		3	1,7,10
ERBB2	ENST00000269571	27	0		0		3	3,20,21
ERBB3	ENST00000267101	28	0		0		6	5,6,7,11,26,28
ERBB4	ENST00000342788	28	0		0		10	1,2,3,4,6,19,21,22,27,28
ERBIN	ENST00000284037	24	0		0		11	3,4,5,7,10,11,12,20,21,24,25
ERCC1	ENST00000300853	9	0		0		4	2,3,4,9
ERCC2	ENST00000391945	23	0		0		5	1,2,5,20,21
ERCC3	ENST00000285398	15	0		0		6	2,3,5,8,9,12
ERCC4	ENST00000311895	11	0		0		3	1,2,3
ERCC5	ENST00000652225	15	0		0		5	1,8,10,11,12
ERCC6	ENST00000355832	20	0		0		4	7,14,20,21
ERCC6	ENST00000447839	5	0		0		4	2,4,5,6
ERCC6L2	ENST00000653738	19	0		0		11	1,2,3,5,6,7,8,9,16,18,19
ERCC8	ENST00000676185	12	0		1	5	7	1,3,5,7,9,10,12
ERF	ENST00000222329	4	0		0		2	2,4
ERG	ENST00000288319	10	0		0		3	4,6,10
ERGIC1	ENST00000393784	10	0		0		3	4,5,7
ERGIC3	ENST00000348547	13	0		0		1	4
ERI1	ENST00000250263	7	0		0		4	1,3,5,7
ERLEC1	ENST00000185150	14	0		0		5	1,4,5,7,11
ERLIN1	ENST00000421367	11	0		0		5	1,2,6,8,11
ERLIN2	ENST00000519638	11	0		0		4	3,4,5,7
ERMAP	ENST00000372517	10	0		0		5	3,4,9,10,12
ERMARD	ENST00000366773	18	0		17	1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18	18	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
ESAM	ENST00000278927	7	0		0		4	1,3,4,7
ESCO2	ENST00000305188	10	0		0		7	2,3,4,6,7,9,10
ESPN	ENST00000645284	13	0		0		3	1,2,11
ESR1	ENST00000206249	8	0		0		4	1,4,5,7
ESR2	ENST00000341099	8	0		0		5	2,3,5,6,8
ESRP1	ENST00000433389	15	0		0		3	1,10,12
ESRP2	ENST00000473183	15	0		0		4	2,3,4,10
ESRRB	ENST00000644823	7	0		0		3	2,3,6
ETFA	ENST00000557943	12	0		0		4	3,8,10,11
ETFB	ENST00000309244	6	0		0		1	6
ETFDH	ENST00000511912	13	0		0		3	5,6,7
ETHE1	ENST00000292147	7	0		0		2	2,3
ETS1	ENST00000392668	9	0		0		1	2
ETV2	ENST00000402764	6	0		0		1	5
ETV6	ENST00000396373	8	0		0		4	2,4,5,8
EVC	ENST00000264956	21	0		0		8	4,6,9,10,12,14,19,20
EVC2	ENST00000344408	22	0		0		9	1,4,9,11,14,15,17,18,22
EWSR1	ENST00000397938	17	0		1	17	6	1,13,14,15,16,17
EXOC2	ENST00000230449	27	0		0		8	3,7,9,10,15,18,19,21
EXOC3L2	ENST00000413988	11	0		0		5	2,3,10,11,12
EXOC6B	ENST00000272427	22	0		0		8	2,5,8,9,10,12,19,22
EXOC7	ENST00000589210	19	0		0		7	2,3,4,6,12,14,18
EXOC8	ENST00000366645	1	0		0		1	1
EXOSC1	ENST00000370902	8	0		0		1	2
EXOSC2	ENST00000372358	9	0		0		2	1,7
EXOSC3	ENST00000327304	4	0		0		2	1,4
EXOSC4	ENST00000316052	3	0		0		3	1,2,3
EXOSC5	ENST00000221233	6	0		0		3	1,3,6
EXOSC8	ENST00000389704	11	0		0		6	1,5,8,9,10,11
EXOSC9	ENST00000243498	12	0		0		4	2,3,8,10
EXPH5	ENST00000265843	6	0		0		5	1,3,4,5,6
EXT1	ENST00000378204	11	0		0		3	1,10,11
EXT2	ENST00000533608	13	0		0		4	2,3,4,10
EXTL3	ENST00000220562	5	0		0		3	3,4,7
EYA1	ENST00000340726	16	0		0		5	4,13,16,17,18
