gene	transcript	exon	coord	exon_len	median_cov	is_dead_10x	is_dead_20x	is_dead_30x	gene_cds_len	gene_dead_10x_pct	gene_dead_20x_pct	gene_dead_30x_pct
CEP170	ENST00000366542	4	chr1:243211875-243211974	99	16.73	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	5	chr1:243200766-243200845	79	14.68	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	6	chr1:243200507-243200690	183	23.65	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	7	chr1:243199049-243199204	155	25.93	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	8	chr1:243191007-243191504	497	37.40	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	9	chr1:243186248-243186432	184	28.25	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	10	chr1:243185768-243186082	314	31.95	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	11	chr1:243172686-243172856	170	25.23	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	12	chr1:243169617-243169764	147	36.18	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	13	chr1:243164273-243166126	1853	52.76	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	14	chr1:243156210-243156465	255	48.72	0	1	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	16	chr1:243139926-243140117	191	39.90	0	0	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	18	chr1:243129349-243129463	114	34.98	0	0	1	5135	2.1	78.8	93.2
CEP170	ENST00000366542	20	chr1:243126438-243126748	310	64.20	0	0	1	5135	2.1	78.8	93.2
CEP170B	ENST00000414716	8	chr14:104883024-104883518	494	57.86	0	1	1	5025	0.0	44.1	51.7
CEP170B	ENST00000414716	11	chr14:104886029-104886140	111	24.20	0	0	1	5025	0.0	44.1	51.7
CEP170B	ENST00000414716	12	chr14:104886264-104887988	1724	53.17	0	1	1	5025	0.0	44.1	51.7
CEP170B	ENST00000414716	19	chr14:104894700-104894968	268	37.49	0	0	1	5025	0.0	44.1	51.7
CEP19	ENST00000409690	3	chr3:196707540-196707922	382	67.58	0	0	1	532	0.0	0.0	71.8
CEP250	ENST00000397527	4	chr20:35462357-35462563	206	25.93	0	1	1	7969	0.0	7.2	9.7
CEP250	ENST00000397527	13	chr20:35473363-35473562	199	39.09	0	0	1	7969	0.0	7.2	9.7
CEP250	ENST00000397527	26	chr20:35497708-35498077	369	58.81	0	1	1	7969	0.0	7.2	9.7
CEP290	ENST00000552810	6	chr12:88136632-88136796	164	53.20	0	0	1	8500	2.2	11.5	28.2
CEP290	ENST00000552810	12	chr12:88126305-88126448	143	28.86	0	1	1	8500	2.2	11.5	28.2
CEP290	ENST00000552810	13	chr12:88125235-88125379	144	45.31	0	0	1	8500	2.2	11.5	28.2
CEP290	ENST00000552810	15	chr12:88120103-88120286	183	56.06	0	0	1	8500	2.2	11.5	28.2
CEP290	ENST00000552810	22	chr12:88111191-88111361	170	43.37	0	1	1	8500	2.2	11.5	28.2
CEP290	ENST00000552810	28	chr12:88093759-88093985	226	62.10	0	0	1	8500	2.2	11.5	28.2
CEP290	ENST00000552810	31	chr12:88089021-88089497	476	57.53	0	1	1	8500	2.2	11.5	28.2
CEP290	ENST00000552810	32	chr12:88087769-88087954	185	21.73	1	1	1	8500	2.2	11.5	28.2
CEP290	ENST00000552810	37	chr12:88083020-88083240	220	50.35	0	0	1	8500	2.2	11.5	28.2
CEP290	ENST00000552810	38	chr12:88080171-88080405	234	52.03	0	0	1	8500	2.2	11.5	28.2
CEP290	ENST00000552810	54	chr12:88049173-88049424	251	53.51	0	0	1	8500	2.2	11.5	28.2
CEP295	ENST00000325212	7	chr11:93679401-93679562	161	39.24	0	0	1	8386	0.0	4.7	30.5
CEP295	ENST00000325212	9	chr11:93683953-93684138	185	42.54	0	0	1	8386	0.0	4.7	30.5
CEP295	ENST00000325212	10	chr11:93687633-93687875	242	49.34	0	0	1	8386	0.0	4.7	30.5
CEP295	ENST00000325212	12	chr11:93691916-93692040	124	28.16	0	1	1	8386	0.0	4.7	30.5
CEP295	ENST00000325212	16	chr11:93702449-93702647	198	43.65	0	0	1	8386	0.0	4.7	30.5
CEP295	ENST00000325212	17	chr11:93702765-93702929	164	48.29	0	0	1	8386	0.0	4.7	30.5
CEP295	ENST00000325212	18	chr11:93706734-93706907	173	46.29	0	0	1	8386	0.0	4.7	30.5
CEP295	ENST00000325212	21	chr11:93723030-93723299	269	45.27	0	1	1	8386	0.0	4.7	30.5
CEP295	ENST00000325212	23	chr11:93725640-93725841	201	53.55	0	0	1	8386	0.0	4.7	30.5
CEP295	ENST00000325212	24	chr11:93726965-93727647	682	54.77	0	0	1	8386	0.0	4.7	30.5
CEP295	ENST00000325212	25	chr11:93728670-93728831	161	35.74	0	0	1	8386	0.0	4.7	30.5
CEP43	ENST00000366847	1	chr6:166999402-166999524	122	34.41	0	0	1	1460	0.0	16.9	44.1
CEP43	ENST00000366847	5	chr6:167004253-167004411	158	38.73	0	0	1	1460	0.0	16.9	44.1
CEP43	ENST00000366847	8	chr6:167022398-167022645	247	37.66	0	1	1	1460	0.0	16.9	44.1
CEP43	ENST00000366847	12	chr6:167033864-167033981	117	36.84	0	0	1	1460	0.0	16.9	44.1
CEP55	ENST00000371485	3	chr10:93503102-93503398	296	48.77	0	0	1	1555	9.4	30.9	75.3
CEP55	ENST00000371485	5	chr10:93515394-93515565	171	46.09	0	0	1	1555	9.4	30.9	75.3
CEP55	ENST00000371485	6	chr10:93516924-93517258	334	41.73	0	1	1	1555	9.4	30.9	75.3
CEP55	ENST00000371485	8	chr10:93519671-93519817	146	18.95	1	1	1	1555	9.4	30.9	75.3
CEP55	ENST00000371485	9	chr10:93527939-93528163	224	60.19	0	0	1	1555	9.4	30.9	75.3
CEP57	ENST00000325542	9	chr11:95827775-95828037	262	57.92	0	0	1	1723	0.0	0.0	15.2
CEP68	ENST00000377990	2	chr2:65069434-65069811	377	42.28	1	1	1	2374	15.9	15.9	23.9
CEP68	ENST00000377990	6	chr2:65082525-65082715	190	47.53	0	0	1	2374	15.9	15.9	23.9
CEP76	ENST00000262127	5	chr18:12697212-12697418	206	46.15	0	0	1	2220	0.0	15.9	41.4
CEP76	ENST00000262127	7	chr18:12691348-12691497	149	34.93	0	0	1	2220	0.0	15.9	41.4
CEP76	ENST00000262127	8	chr18:12686251-12686460	209	43.45	0	0	1	2220	0.0	15.9	41.4
CEP76	ENST00000262127	10	chr18:12678098-12678452	354	56.53	0	1	1	2220	0.0	15.9	41.4
CEP78	ENST00000643273	1	chr9:78236340-78236613	273	69.55	0	0	1	2458	0.0	11.5	45.9
CEP78	ENST00000643273	5	chr9:78243451-78243646	195	45.66	0	0	1	2458	0.0	11.5	45.9
CEP78	ENST00000643273	13	chr9:78264139-78264326	187	53.02	0	0	1	2458	0.0	11.5	45.9
CEP78	ENST00000643273	14	chr9:78265361-78265553	192	40.99	0	0	1	2458	0.0	11.5	45.9
CEP78	ENST00000643273	16	chr9:78266431-78266713	282	56.25	0	1	1	2458	0.0	11.5	45.9
CEP83	ENST00000397809	3	chr12:94412307-94412500	193	60.74	0	0	1	2406	5.2	20.2	45.8
CEP83	ENST00000397809	6	chr12:94400839-94400991	152	37.51	0	0	1	2406	5.2	20.2	45.8
CEP83	ENST00000397809	7	chr12:94378780-94379052	272	59.47	0	0	1	2406	5.2	20.2	45.8
CEP83	ENST00000397809	8	chr12:94375875-94376027	152	24.87	0	1	1	2406	5.2	20.2	45.8
CEP83	ENST00000397809	15	chr12:94312903-94313027	124	1.07	1	1	1	2406	5.2	20.2	45.8
CEP83	ENST00000397809	16	chr12:94309907-94310117	210	35.25	0	1	1	2406	5.2	20.2	45.8
CEP85L	ENST00000368491	2	chr6:118632442-118632621	179	40.70	0	0	1	2678	0.0	0.0	46.8
CEP85L	ENST00000368491	5	chr6:118511287-118511425	138	38.16	0	0	1	2678	0.0	0.0	46.8
CEP85L	ENST00000368491	6	chr6:118491675-118491875	200	52.74	0	0	1	2678	0.0	0.0	46.8
CEP85L	ENST00000368491	7	chr6:118483695-118483868	173	46.51	0	0	1	2678	0.0	0.0	46.8
CEP85L	ENST00000368491	11	chr6:118470526-118470654	128	41.49	0	0	1	2678	0.0	0.0	46.8
CEP85L	ENST00000368491	12	chr6:118469061-118469313	252	56.31	0	0	1	2678	0.0	0.0	46.8
CEP85L	ENST00000368491	13	chr6:118465394-118465578	184	43.34	0	0	1	2678	0.0	0.0	46.8
CEP89	ENST00000305768	1	chr19:32971825-32971884	59	1.57	1	1	1	2732	2.2	9.7	14.2
CEP89	ENST00000305768	4	chr19:32953604-32953811	207	39.44	0	1	1	2732	2.2	9.7	14.2
CEP89	ENST00000305768	5	chr19:32948255-32948378	123	42.16	0	0	1	2732	2.2	9.7	14.2
CERS1	ENST00000623882	1	chr19:18895813-18896082	269	3.70	1	1	1	1193	27.8	27.8	43.1
CERS1	ENST00000623882	4	chr19:18880263-18880445	182	30.65	0	0	1	1193	27.8	27.8	43.1
CERS1	ENST00000623882	7	chr19:18870566-18870629	63	6.07	1	1	1	1193	27.8	27.8	43.1
CERS3	ENST00000679737	9	chr15:100472913-100473062	149	43.76	0	0	1	1352	0.0	12.9	23.9
CERS3	ENST00000679737	11	chr15:100455882-100456056	174	33.94	0	1	1	1352	0.0	12.9	23.9
CERT1	ENST00000643780	1	chr5:75511101-75511217	116	58.60	0	0	1	2215	0.0	0.0	41.0
CERT1	ENST00000643780	2	chr5:75505971-75506126	155	45.23	0	0	1	2215	0.0	0.0	41.0
CERT1	ENST00000643780	5	chr5:75425350-75425509	159	41.75	0	0	1	2215	0.0	0.0	41.0
CERT1	ENST00000643780	7	chr5:75416865-75417043	178	44.76	0	0	1	2215	0.0	0.0	41.0
CERT1	ENST00000643780	13	chr5:75385891-75386044	153	40.53	0	0	1	2215	0.0	0.0	41.0
CERT1	ENST00000643780	17	chr5:75379335-75379483	148	47.77	0	0	1	2215	0.0	0.0	41.0
CES1	ENST00000360526	8	chr16:55816913-55816972	59	30.36	0	0	1	1987	0.0	0.0	27.2
CES1	ENST00000360526	9	chr16:55812892-55813053	161	36.02	0	0	1	1987	0.0	0.0	27.2
CES1	ENST00000360526	11	chr16:55810506-55810674	168	36.96	0	0	1	1987	0.0	0.0	27.2
CES1	ENST00000360526	12	chr16:55806322-55806474	152	43.55	0	0	1	1987	0.0	0.0	27.2
CFAP184	ENST00000310085	1	chr4:7041260-7042948	1688	66.28	0	1	1	1688	0.0	100.0	100.0
CFAP206	ENST00000369562	5	chr6:87415675-87415884	209	42.63	0	0	1	2109	0.0	0.0	42.8
CFAP206	ENST00000369562	6	chr6:87416658-87416837	179	52.80	0	0	1	2109	0.0	0.0	42.8
CFAP206	ENST00000369562	8	chr6:87426515-87426655	140	41.20	0	0	1	2109	0.0	0.0	42.8
CFAP206	ENST00000369562	10	chr6:87431022-87431183	161	44.37	0	0	1	2109	0.0	0.0	42.8
CFAP206	ENST00000369562	11	chr6:87434849-87435063	214	46.84	0	0	1	2109	0.0	0.0	42.8
CFAP221	ENST00000413369	2	chr2:119546121-119546280	159	49.25	0	0	1	2983	3.6	3.6	19.2
CFAP221	ENST00000413369	4	chr2:119559678-119559785	107	5.20	1	1	1	2983	3.6	3.6	19.2
CFAP221	ENST00000413369	8	chr2:119601207-119601387	180	41.67	0	0	1	2983	3.6	3.6	19.2
CFAP221	ENST00000413369	18	chr2:119630559-119630687	128	39.51	0	0	1	2983	3.6	3.6	19.2
CFAP251	ENST00000288912	2	chr12:121921295-121921693	398	53.65	0	0	1	3870	0.0	10.1	28.4
CFAP251	ENST00000288912	3	chr12:121923611-121924000	389	50.99	0	1	1	3870	0.0	10.1	28.4
CFAP251	ENST00000288912	8	chr12:121948973-121949071	98	41.90	0	0	1	3870	0.0	10.1	28.4
CFAP251	ENST00000288912	11	chr12:121957063-121957278	215	50.95	0	0	1	3870	0.0	10.1	28.4
CFAP298	ENST00000290155	6	chr21:32602261-32602377	116	10.69	1	1	1	1013	11.5	11.5	24.4
CFAP298	ENST00000290155	7	chr21:32601852-32601983	131	40.95	0	0	1	1013	11.5	11.5	24.4
CFAP300	ENST00000434758	1	chr11:102047460-102047590	130	15.40	0	1	1	944	0.0	13.8	64.2
CFAP300	ENST00000434758	3	chr11:102058869-102058965	96	39.31	0	0	1	944	0.0	13.8	64.2
CFAP300	ENST00000434758	4	chr11:102066474-102066661	187	44.55	0	0	1	944	0.0	13.8	64.2
CFAP300	ENST00000434758	5	chr11:102075862-102076055	193	42.01	0	0	1	944	0.0	13.8	64.2
CFAP410	ENST00000339818	4	chr21:44333022-44333272	250	62.73	0	0	1	911	0.0	0.0	40.3
CFAP410	ENST00000339818	6	chr21:44330812-44330929	117	51.49	0	0	1	911	0.0	0.0	40.3
CFAP43	ENST00000357060	2	chr10:104230579-104230853	274	58.41	0	0	1	5758	2.9	2.9	35.8
CFAP43	ENST00000357060	4	chr10:104214248-104214436	188	42.44	0	0	1	5758	2.9	2.9	35.8
CFAP43	ENST00000357060	6	chr10:104207654-104207834	180	41.19	0	0	1	5758	2.9	2.9	35.8
CFAP43	ENST00000357060	8	chr10:104203661-104203813	152	37.87	0	0	1	5758	2.9	2.9	35.8
CFAP43	ENST00000357060	14	chr10:104187309-104187502	193	37.05	0	0	1	5758	2.9	2.9	35.8
CFAP43	ENST00000357060	17	chr10:104182355-104182523	168	0.88	1	1	1	5758	2.9	2.9	35.8
CFAP43	ENST00000357060	23	chr10:104166477-104166728	251	47.66	0	0	1	5758	2.9	2.9	35.8
CFAP43	ENST00000357060	34	chr10:104140831-104141011	180	57.74	0	0	1	5758	2.9	2.9	35.8
CFAP43	ENST00000357060	35	chr10:104133609-104133794	185	41.16	0	0	1	5758	2.9	2.9	35.8
CFAP43	ENST00000357060	36	chr10:104132105-104132206	101	32.41	0	0	1	5758	2.9	2.9	35.8
CFAP43	ENST00000357060	38	chr10:104130128-104130315	187	54.11	0	0	1	5758	2.9	2.9	35.8
CFAP44	ENST00000393845	3	chr3:113427176-113427349	173	45.96	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	4	chr3:113426113-113426287	174	44.47	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	5	chr3:113420006-113420189	183	35.68	0	1	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	7	chr3:113409095-113409332	237	41.34	0	1	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	9	chr3:113403841-113404026	185	50.18	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	10	chr3:113401573-113401749	176	59.32	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	12	chr3:113400534-113400654	120	23.94	0	1	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	13	chr3:113399895-113400010	115	36.90	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	15	chr3:113395739-113395870	131	36.58	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	16	chr3:113380888-113381070	182	33.94	0	1	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	17	chr3:113379295-113379561	266	35.91	1	1	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	18	chr3:113373400-113373566	166	45.79	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	19	chr3:113366028-113366319	291	48.73	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	21	chr3:113363134-113363317	183	38.30	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	23	chr3:113344505-113344722	217	46.31	1	1	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	26	chr3:113330157-113330678	521	57.41	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	27	chr3:113327605-113327829	224	21.52	0	1	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	28	chr3:113326434-113326650	216	35.88	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	33	chr3:113296714-113296895	181	35.66	0	1	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	34	chr3:113294676-113294831	155	39.44	0	0	1	6245	7.7	25.8	69.0
CFAP44	ENST00000393845	35	chr3:113291546-113291758	212	53.55	0	0	1	6245	7.7	25.8	69.0
CFAP46	ENST00000368586	11	chr10:132924685-132924896	211	63.93	0	0	1	9308	0.0	3.6	19.0
CFAP46	ENST00000368586	18	chr10:132913035-132913268	233	73.83	0	0	1	9308	0.0	3.6	19.0
CFAP46	ENST00000368586	20	chr10:132909908-132910078	170	40.59	0	0	1	9308	0.0	3.6	19.0
CFAP46	ENST00000368586	24	chr10:132898948-132899131	183	73.22	0	0	1	9308	0.0	3.6	19.0
CFAP46	ENST00000368586	28	chr10:132880850-132881042	192	31.88	0	1	1	9308	0.0	3.6	19.0
CFAP46	ENST00000368586	48	chr10:132834643-132834785	142	22.27	0	1	1	9308	0.0	3.6	19.0
CFAP46	ENST00000368586	55	chr10:132812774-132812907	133	35.07	0	0	1	9308	0.0	3.6	19.0
CFAP46	ENST00000368586	58	chr10:132808410-132808914	504	56.44	0	0	1	9308	0.0	3.6	19.0
CFAP47	ENST00000378653	1	chrX:35919789-35920058	269	28.50	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	2	chrX:35926006-35926178	172	31.56	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	3	chrX:35941272-35941408	136	34.29	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	4	chrX:35948303-35948462	159	30.73	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	5	chrX:35951120-35951369	249	34.42	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	6	chrX:35951792-35951973	181	27.17	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	7	chrX:35953581-35953729	148	23.02	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	8	chrX:35955950-35956206	256	38.46	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	9	chrX:35966554-35966764	210	23.68	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	10	chrX:35967608-35967842	234	34.61	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	11	chrX:35970757-35970933	176	39.49	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	12	chrX:35971575-35971782	207	31.77	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	13	chrX:35971858-35971975	117	34.72	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	14	chrX:35975136-35975373	237	33.26	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	15	chrX:35975661-35975923	262	49.81	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	16	chrX:35989308-35989459	151	44.12	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	17	chrX:35991810-35991953	143	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	18	chrX:35993179-35993331	152	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	19	chrX:35997301-35997399	98	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	20	chrX:36000272-36000437	165	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	21	chrX:36001602-36001717	115	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	22	chrX:36014763-36014922	159	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	23	chrX:36031242-36031357	115	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	24	chrX:36035684-36035864	180	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	25	chrX:36038973-36039189	216	20.76	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	26	chrX:36046843-36047073	230	29.05	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	27	chrX:36065632-36065753	121	39.34	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	28	chrX:36071814-36071981	167	39.01	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	29	chrX:36073128-36073374	246	31.50	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	30	chrX:36085303-36085548	245	29.61	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	31	chrX:36098782-36098884	102	28.82	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	32	chrX:36099740-36099889	149	20.32	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	33	chrX:36104488-36104701	213	22.27	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	34	chrX:36137947-36138065	118	20.12	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	35	chrX:36138337-36138474	137	27.44	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	36	chrX:36145208-36145363	155	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	37	chrX:36149097-36149233	136	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	38	chrX:36159415-36159586	171	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	39	chrX:36160670-36160779	109	0.23	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	40	chrX:36179334-36179432	98	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	41	chrX:36188609-36188700	91	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	42	chrX:36190040-36190206	166	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	43	chrX:36200368-36200503	135	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	44	chrX:36201263-36201510	247	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	45	chrX:36204946-36205120	174	0.00	1	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	46	chrX:36228617-36228834	217	24.41	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	47	chrX:36235923-36236087	164	25.34	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	48	chrX:36236675-36236869	194	37.19	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	49	chrX:36251322-36251454	132	15.97	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	50	chrX:36280476-36280640	164	28.93	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	51	chrX:36285618-36285736	118	32.12	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	52	chrX:36298966-36299162	196	38.34	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	53	chrX:36301061-36301189	128	44.88	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	54	chrX:36303838-36303970	132	26.32	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	55	chrX:36306761-36306886	125	31.56	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	56	chrX:36310822-36310999	177	32.63	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	58	chrX:36348118-36348298	180	20.09	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	59	chrX:36350027-36350142	115	22.61	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	60	chrX:36353518-36353691	173	35.83	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	61	chrX:36361319-36361511	192	24.71	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	62	chrX:36366955-36367137	182	22.93	0	1	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	63	chrX:36379339-36379528	189	42.66	0	0	1	10844	28.0	77.0	98.9
CFAP47	ENST00000378653	64	chrX:36384786-36385016	230	34.63	0	1	1	10844	28.0	77.0	98.9
CFAP52	ENST00000352665	4	chr17:9594182-9594331	149	54.68	0	0	1	2143	0.0	0.0	16.1
CFAP52	ENST00000352665	14	chr17:9643012-9643208	196	43.58	0	0	1	2143	0.0	0.0	16.1
CFAP53	ENST00000398545	3	chr18:50261053-50261247	194	59.55	0	0	1	1705	7.2	7.2	37.6
CFAP53	ENST00000398545	4	chr18:50251470-50251794	324	75.53	0	0	1	1705	7.2	7.2	37.6
CFAP53	ENST00000398545	7	chr18:50238592-50238715	123	1.36	1	1	1	1705	7.2	7.2	37.6
CFAP54	ENST00000524981	1	chr12:96489599-96489936	337	63.43	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	3	chr12:96503875-96504039	164	36.73	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	4	chr12:96506917-96507109	192	34.20	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	6	chr12:96518917-96519081	164	58.35	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	9	chr12:96527235-96527454	219	45.98	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	10	chr12:96533781-96533983	202	35.25	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	11	chr12:96534051-96534237	186	37.13	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	13	chr12:96538373-96538528	155	35.24	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	14	chr12:96540826-96540997	171	33.29	0	1	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	16	chr12:96554171-96554320	149	38.84	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	19	chr12:96564633-96564775	142	35.22	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	20	chr12:96576574-96576771	197	17.08	0	1	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	22	chr12:96580909-96581115	206	31.14	0	1	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	23	chr12:96589416-96589573	157	42.31	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	24	chr12:96592479-96592647	168	34.93	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	26	chr12:96598634-96598777	143	28.02	0	1	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	27	chr12:96621579-96621731	152	35.37	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	28	chr12:96623756-96623891	135	0.00	1	1	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	30	chr12:96626802-96626949	147	30.79	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	31	chr12:96630082-96630214	132	30.91	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	33	chr12:96644167-96644418	251	49.34	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	35	chr12:96649880-96650082	202	38.19	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	36	chr12:96651577-96651825	248	57.95	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	40	chr12:96679589-96679762	173	42.64	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	44	chr12:96691117-96691320	203	57.35	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	45	chr12:96693711-96693818	107	39.55	0	0	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	47	chr12:96704732-96704806	74	18.11	0	1	1	10631	1.3	8.7	60.2
CFAP54	ENST00000524981	53	chr12:96743391-96743569	178	49.99	0	0	1	10631	1.3	8.7	60.2
